timestamp,gpu_memory_used_gb,gpu_memory_cached_gb,gpu_memory_total_gb,gpu_utilization_percent,cpu_percent,system_memory_percent,system_memory_used_gb
2025-07-26T21:27:45.074400,0.0,0.0,11.99951171875,0.0,0.0,25.5,3.7290687561035156
2025-07-26T21:27:51.338171,0.01590251922607422,0.021484375,11.99951171875,0.1325263860630722,13.7,27.6,3.9833717346191406
